Row Num,Season,Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,PL,Open OU,,Close OU,
5680,2015/2016,1101,60,H,Anaheim,3,1,0,4,-121,-120,-1.5(+235),5,-110,5,100
5681,2015/2016,1102,1,V,Dallas,1,0,0,1,-170,-160,-1.5(+180),5.5,-115,5.5,-115
5682,2015/2016,1102,2,H,Toronto,1,2,1,4,150,140,+1.5(-209),5.5,-105,5.5,-105
5683,2015/2016,1102,3,V,LosAngeles,2,0,0,2,115,-109,+1.5(-305),5,100,5,-105
5684,2015/2016,1102,4,H,Chicago,1,0,3,4,-135,-111,-1.5(+245),5,-120,5,-115
5685,2015/2016,1102,5,V,Philadelphia,0,1,0,1,140,130,+1.5(-230),5,-120,5.5,120
5686,2015/2016,1102,6,H,Vancouver,1,1,2,4,-160,-150,-1.5(+190),5,100,5.5,-140
5687,2015/2016,1103,51,V,Dallas,1,2,2,5,110,140,+1.5(-215),5.5,-105,5.5,-115
5688,2015/2016,1103,52,H,Boston,2,0,1,3,-130,-160,-1.5(+185),5.5,-115,5.5,-105
5689,2015/2016,1103,53,V,Washington,1,1,0,2,120,-105,+1.5(-320),5,-120,5,-105
5690,2015/2016,1103,54,H,NYRangers,2,2,1,5,-140,-115,-1.5(+255),5,100,5,-115
5691,2015/2016,1103,55,V,NewJersey,0,0,1,1,140,148,+1.5(-200),5,100,5,120
5692,2015/2016,1103,56,H,NYIslanders,1,0,1,2,-160,-168,-1.5(+170),5,-120,5,-140
5693,2015/2016,1103,57,V,Ottawa,0,1,0,2,145,135,+1.5(-230),5.5,105,5.5,-110
5694,2015/2016,1103,58,H,Montreal,0,1,0,1,-165,-155,-1.5(+190),5.5,-125,5.5,-110
5695,2015/2016,1103,59,V,TampaBay,0,1,0,1,-125,-130,-1.5(+210),5,-130,5,-120
5696,2015/2016,1103,60,H,Detroit,0,1,1,2,105,110,+1.5(-260),5,110,5,100
5697,2015/2016,1103,61,V,LosAngeles,0,1,2,3,115,125,+1.5(-245),5,-110,5,-120
5698,2015/2016,1103,62,H,St.Louis,0,0,0,0,-135,-145,-1.5(+205),5,-110,5,100
5699,2015/2016,1103,63,V,Philadelphia,0,2,0,2,115,120,+1.5(-240),5.5,110,5.5,105
5700,2015/2016,1103,64,H,Edmonton,1,0,3,4,-135,-140,-1.5(+200),5.5,-130,5.5,-125
5701,2015/2016,1103,65,V,Calgary,0,2,1,3,120,-105,+1.5(-315),5.5,100,5.5,-110
5702,2015/2016,1103,66,H,Colorado,1,2,3,6,-140,-115,-1.5(+250),5.5,-120,5.5,-110
5703,2015/2016,1103,67,V,Columbus,1,3,1,5,150,153,+1.5(-200),5.5,110,5.5,105
5704,2015/2016,1103,68,H,SanJose,1,1,0,2,-170,-173,-1.5(+170),5.5,-130,5.5,-125
5705,2015/2016,1104,1,V,Winnipeg,2,0,2,4,-140,-140,-1.5(+200),5.5,100,5.5,105
5706,2015/2016,1104,2,H,Toronto,1,1,0,2,120,120,+1.5(-240),5.5,-120,5.5,-125
5707,2015/2016,1104,3,V,St.Louis,2,3,0,6,115,121,+1.5(-260),5,-110,5,-115
5708,2015/2016,1104,4,H,Chicago,5,0,0,5,-135,-141,-1.5(+210),5,-110,5,-105
5709,2015/2016,1104,5,V,Pittsburgh,1,0,2,3,-105,-102,+1.5(-290),5,-115,5,-115
5710,2015/2016,1104,6,H,Vancouver,0,0,2,2,-115,-118,-1.5(+230),5,-105,5,-105
5711,2015/2016,1104,7,V,Florida,0,2,0,2,120,111,+1.5(-260),5,-120,5,-105
5712,2015/2016,1104,8,H,Anaheim,0,1,1,3,-140,-131,-1.5(+210),5,100,5,-115
5713,2015/2016,1105,51,V,Boston,1,0,0,1,145,126,+1.5(-240),5,-135,5,-120
5714,2015/2016,1105,52,H,Washington,1,2,1,4,-165,-146,-1.5(+200),5,115,5,100
5715,2015/2016,1105,53,V,TampaBay,3,0,1,4,-185,-154,-1.5(+180),5,-130,5,-130
5716,2015/2016,1105,54,H,Buffalo,0,1,0,1,165,134,+1.5(-210),5,110,5,110
5717,2015/2016,1105,55,V,NYIslanders,0,1,0,1,120,111,+1.5(-260),5.5,110,5.5,120
5718,2015/2016,1105,56,H,Montreal,1,0,3,4,-140,-131,-1.5(+210),5.5,-130,5.5,-140
5719,2015/2016,1105,57,V,Winnipeg,0,1,1,2,110,100,+1.5(-275),5.5,-110,5.5,-104
5720,2015/2016,1105,58,H,Ottawa,1,1,0,3,-130,-120,-1.5(+225),5.5,-110,5.5,-116
5721,2015/2016,1105,59,V,Nashville,0,1,2,3,110,-111,+1.5(-310),5.5,110,5,-130
5722,2015/2016,1105,60,H,Minnesota,0,1,1,2,-130,-109,-1.5(+250),5.5,-130,5,110
5723,2015/2016,1105,61,V,Colorado,0,1,1,2,100,107,+1.5(-260),5.5,105,5.5,115
5724,2015/2016,1105,62,H,Arizona,1,2,1,4,-120,-127,-1.5(+210),5.5,-125,5.5,-135
5725,2015/2016,1105,63,V,Philadelphia,0,1,0,1,120,120,+1.5(-240),5.5,100,5.5,-110
5726,2015/2016,1105,64,H,Calgary,1,0,0,2,-140,-140,-1.5(+200),5.5,-120,5.5,-110
5727,2015/2016,1105,65,V,Columbus,2,0,1,3,170,165,+1.5(-180),5,-125,5,-125
5728,2015/2016,1105,66,H,LosAngeles,1,0,1,2,-200,-185,-1.5(+160),5,105,5,105
5729,2015/2016,1105,67,V,Florida,1,1,0,2,140,165,+1.5(-200),5,-135,5.5,125
5730,2015/2016,1105,68,H,SanJose,2,2,1,5,-160,-185,-1.5(+170),5,115,5.5,-145
5731,2015/2016,1106,1,V,Chicago,0,1,1,2,-135,-131,-1.5(+220),5,-105,4.5,-139
5732,2015/2016,1106,2,H,NewJersey,3,1,0,4,115,111,+1.5(-270),5,-115,4.5,119
5733,2015/2016,1106,3,V,Detroit,1,0,0,2,-130,-121,-1.5(+226),5,-130,5,-135
5734,2015/2016,1106,4,H,Toronto,0,0,1,1,110,101,+1.5(-284),5,110,5,115
5735,2015/2016,1106,5,V,Dallas,0,1,3,4,-135,-135,-1.5(+200),5.5,100,5.5,-110
5736,2015/2016,1106,6,H,Carolina,0,1,0,1,115,115,+1.5(-240),5.5,-120,5.5,-110
5737,2015/2016,1106,7,V,Pittsburgh,0,1,1,2,-140,-151,-1.5(+200),5,-125,5.5,110
5738,2015/2016,1106,8,H,Edmonton,0,1,0,1,120,131,+1.5(-240),5,105,5.5,-130
5739,2015/2016,1106,9,V,NYRangers,0,2,0,2,-155,-152,-1.5(+185),5,-140,5,-140
5740,2015/2016,1106,10,H,Colorado,1,0,0,1,135,132,+1.5(-215),5,120,5,120
5741,2015/2016,1106,11,V,Columbus,0,1,1,2,140,180,+1.5(-170),5.5,120,5.5,120
5742,2015/2016,1106,12,H,Anaheim,1,1,2,4,-160,-210,-1.5(+150),5.5,-140,5.5,-140
5743,2015/2016,1107,51,V,Vancouver,0,1,1,2,-145,-162,-1.5(+180),5,-125,5,-125
5744,2015/2016,1107,52,H,Buffalo,0,2,1,3,125,142,+1.5(-210),5,105,5,105
5745,2015/2016,1107,53,V,Florida,1,0,0,1,170,165,+1.5(-180),5,-105,5,-105
5746,2015/2016,1107,54,H,LosAngeles,0,3,1,4,-200,-185,-1.5(+160),5,-115,5,-115
5747,2015/2016,1107,55,V,Ottawa,0,2,0,2,-105,-115,-1.5(+240),5.5,105,5,-140
5748,2015/2016,1107,56,H,Carolina,0,1,1,3,-115,-105,+1.5(-300),5.5,-125,5,120
5749,2015/2016,1107,57,V,Philadelphia,1,0,2,3,150,150,+1.5(-200),5,-140,5.5,110
5750,2015/2016,1107,58,H,Winnipeg,0,0,0,0,-170,-170,-1.5(+170),5,120,5.5,-130
5751,2015/2016,1107,59,V,Boston,1,1,0,2,125,145,+1.5(-211),5,-135,5.5,105
5752,2015/2016,1107,60,H,Montreal,0,1,3,4,-145,-165,-1.5(+181),5,115,5.5,-125
5753,2015/2016,1107,61,V,Toronto,1,0,1,2,210,235,+1.5(-116),5.5,100,5.5,115
5754,2015/2016,1107,62,H,Washington,0,1,1,3,-260,-295,-1.5(-104),5.5,-120,5.5,-135
5755,2015/2016,1107,63,V,TampaBay,0,0,0,0,100,105,+1.5(-300),5.5,110,5,-120
5756,2015/2016,1107,64,H,Minnesota,0,1,0,1,-120,-125,-1.5(+240),5.5,-130,5,100
5757,2015/2016,1107,65,V,St.Louis,1,0,3,4,115,100,+1.5(-270),5,-120,5,-130
5758,2015/2016,1107,66,H,Nashville,0,0,0,0,-135,-120,-1.5(+220),5,100,5,110
5759,2015/2016,1107,67,V,NYRangers,1,3,0,4,-123,-125,-1.5(+220),5,-119,5,-135
5760,2015/2016,1107,68,H,Arizona,0,0,1,1,103,105,+1.5(-270),5,-101,5,115
5761,2015/2016,1107,69,V,Pittsburgh,1,1,0,2,-123,-135,-1.5(+210),5.5,109,5.5,115
5762,2015/2016,1107,70,H,Calgary,3,1,1,5,103,115,+1.5(-260),5.5,-129,5.5,-135
5763,2015/2016,1107,71,V,Anaheim,1,0,0,1,130,135,+1.5(-230),5,-115,5,-130
5764,2015/2016,1107,72,H,SanJose,0,0,0,0,-150,-155,-1.5(+190),5,-105,5,110
5765,2015/2016,1108,1,V,Dallas,2,0,2,4,-105,-125,-1.5(+225),5.5,-105,5.5,110
5766,2015/2016,1108,2,H,Detroit,1,0,0,1,-115,105,+1.5(-275),5.5,-115,5.5,-130
5767,2015/2016,1108,3,V,Vancouver,1,2,0,3,105,-112,-1.5(+240),5,100,5,105
5768,2015/2016,1108,4,H,NewJersey,2,1,0,4,-125,-108,+1.5(-300),5,-120,5,-125
5769,2015/2016,1108,5,V,Boston,1,1,0,2,145,120,+1.5(-260),5,-110,5.5,110
5770,2015/2016,1108,6,H,NYIslanders,0,0,1,1,-165,-140,-1.5(+210),5,-110,5.5,-130
5771,2015/2016,1108,7,V,Edmonton,0,0,2,2,170,175,+1.5(-160),5,-130,5.5,120
5772,2015/2016,1108,8,H,Chicago,2,0,2,4,-200,-205,-1.5(+140),5,110,5.5,-140
5773,2015/2016,1109,51,V,Arizona,0,3,0,4,170,165,+1.5(-175),5,-120,5,-118
5774,2015/2016,1109,52,H,Anaheim,2,0,1,3,-200,-185,-1.5(+155),5,100,5,-102
5775,2015/2016,1110,1,V,St.Louis,0,1,1,2,-125,-141,-1.5(+210),5,110,4.5,-140
5776,2015/2016,1110,2,H,NewJersey,0,0,0,0,105,121,+1.5(-260),5,-130,4.5,120
5777,2015/2016,1110,3,V,Colorado,1,2,1,4,120,107,+1.5(-280),5.5,120,5.5,120
5778,2015/2016,1110,4,H,Philadelphia,0,0,0,0,-140,-127,-1.5(+230),5.5,-140,5.5,-140
5779,2015/2016,1110,5,V,Carolina,0,0,0,0,190,161,+1.5(-175),5,-110,5,-110
5780,2015/2016,1110,6,H,NYRangers,2,0,1,3,-230,-181,-1.5(+155),5,-110,5,-110
5781,2015/2016,1110,7,V,Vancouver,2,0,3,5,-107,-102,+1.5(-280),5.5,110,5.5,100
5782,2015/2016,1110,8,H,Columbus,2,0,1,3,-113,-118,-1.5(+230),5.5,-130,5.5,-120
5783,2015/2016,1110,9,V,Calgary,1,2,0,3,115,110,+1.5(-265),5.5,100,5.5,115
5784,2015/2016,1110,10,H,Florida,2,1,1,4,-135,-130,-1.5(+215),5.5,-120,5.5,-135
5785,2015/2016,1110,11,V,Buffalo,1,1,2,4,210,175,+1.5(-165),5,-130,5,-135
5786,2015/2016,1110,12,H,TampaBay,0,1,0,1,-260,-205,-1.5(+145),5,110,5,115
5787,2015/2016,1110,13,V,Washington,0,0,0,0,-130,-136,-1.5(+210),5,-125,5,-110
5788,2015/2016,1110,14,H,Detroit,0,0,1,1,110,116,+1.5(-260),5,105,5,-110
5789,2015/2016,1110,15,V,Ottawa,3,2,0,5,140,160,+1.5(-185),5.5,110,5.5,115
5790,2015/2016,1110,16,H,Nashville,1,3,3,7,-160,-180,-1.5(+165),5.5,-130,5.5,-135
5791,2015/2016,1110,17,V,Winnipeg,1,0,2,3,120,116,+1.5(-260),5,-135,5,-135
5792,2015/2016,1110,18,H,Minnesota,1,4,0,5,-140,-136,-1.5(+210),5,115,5,115
5793,2015/2016,1110,19,V,Toronto,1,0,2,3,200,185,+1.5(-165),5.5,-110,5.5,-110
5794,2015/2016,1110,20,H,Dallas,0,1,1,2,-240,-215,-1.5(+145),5.5,-110,5.5,-110
5795,2015/2016,1110,21,V,NYIslanders,2,0,2,4,110,105,+1.5(-260),5,-140,5.5,110
5796,2015/2016,1110,22,H,SanJose,0,1,1,2,-130,-125,-1.5(+210),5,120,5.5,-130
5797,2015/2016,1110,23,V,Arizona,1,1,1,3,200,215,+1.5(-130),5,-115,5,-130
5798,2015/2016,1110,24,H,LosAngeles,1,1,0,2,-240,-265,-1.5(+110),5,-105,5,110
5799,2015/2016,1111,51,V,Montreal,1,2,0,3,125,107,+1.5(-290),5,-125,5,-120
5800,2015/2016,1111,52,H,Pittsburgh,2,0,1,4,-145,-127,-1.5(+230),5,105,5,100
5801,2015/2016,1111,53,V,Edmonton,0,1,2,4,160,160,+1.5(-180),5.5,110,5.5,120
5802,2015/2016,1111,54,H,Anaheim,1,0,2,3,-180,-180,-1.5(+160),5.5,-130,5.5,-140
5803,2015/2016,1112,1,V,Washington,1,3,1,5,-155,-140,-1.5(+205),5,-125,5,-120
5804,2015/2016,1112,2,H,Philadelphia,1,1,0,2,135,120,+1.5(-245),5,105,5,100
5805,2015/2016,1112,3,V,St.Louis,1,2,0,3,110,115,+1.5(-270),5,105,5,-115
5806,2015/2016,1112,4,H,NYRangers,3,1,2,6,-130,-135,-1.5(+220),5,-125,5,-105
5807,2015/2016,1112,5,V,Colorado,2,0,1,3,140,150,+1.5(-200),5.5,110,5.5,110
5808,2015/2016,1112,6,H,Boston,2,0,0,2,-160,-170,-1.5(+170),5.5,-130,5.5,-130
5809,2015/2016,1112,7,V,Minnesota,1,1,0,3,-136,-125,-1.5(+240),5,-110,5,-105
5810,2015/2016,1112,8,H,Carolina,2,0,0,2,116,105,+1.5(-300),5,-110,5,-115
5811,2015/2016,1112,9,V,Calgary,0,1,0,1,166,155,+1.5(-185),5.5,-105,5.5,115
5812,2015/2016,1112,10,H,TampaBay,0,1,2,3,-186,-175,-1.5(+165),5.5,-115,5.5,-135
5813,2015/2016,1112,11,V,Vancouver,1,0,1,2,105,-115,-1.5(+245),5.5,105,5.5,-110
5814,2015/2016,1112,12,H,Ottawa,1,1,1,3,-125,-105,+1.5(-305),5.5,-125,5.5,-110
5815,2015/2016,1112,13,V,Buffalo,1,1,1,3,141,150,+1.5(-200),5,-125,5,-135
5816,2015/2016,1112,14,H,Florida,0,1,1,2,-161,-170,-1.5(+170),5,105,5,115
5817,2015/2016,1112,15,V,Toronto,0,0,1,2,191,210,+1.5(-135),5,-130,5.5,120
5818,2015/2016,1112,16,H,Nashville,0,0,1,1,-231,-260,-1.5(+115),5,110,5.5,-140
5819,2015/2016,1112,17,V,NewJersey,0,2,1,3,166,165,+1.5(-180),5,110,5,110
5820,2015/2016,1112,18,H,Chicago,1,0,1,2,-186,-185,-1.5(+160),5,-130,5,-130
5821,2015/2016,1112,19,V,Winnipeg,2,0,1,3,130,120,+1.5(-260),5.5,-120,5.5,-115
5822,2015/2016,1112,20,H,Dallas,2,1,3,6,-150,-140,-1.5(+210),5.5,100,5.5,-105
5823,2015/2016,1112,21,V,Edmonton,1,0,0,1,125,125,+1.5(-240),5.5,110,5.5,110
5824,2015/2016,1112,22,H,Arizona,1,2,1,4,-145,-145,-1.5(+200),5.5,-130,5.5,-130
5825,2015/2016,1112,23,V,NYIslanders,1,0,0,1,141,115,+1.5(-270),5,-120,5,-139
5826,2015/2016,1112,24,H,LosAngeles,1,1,0,2,-161,-135,-1.5(+220),5,100,5,119
5827,2015/2016,1113,51,V,Calgary,0,1,1,3,180,165,+1.5(-185),5.5,110,5.5,110
5828,2015/2016,1113,52,H,Washington,0,0,2,2,-210,-185,-1.5(+165),5.5,-130,5.5,-130
5829,2015/2016,1113,53,V,Columbus,0,2,0,2,165,170,+1.5(-170),5.5,115,5.5,105
5830,2015/2016,1113,54,H,Pittsburgh,0,0,1,1,-185,-200,-1.5(+150),5.5,-135,5.5,-125
5831,2015/2016,1113,55,V,SanJose,2,1,0,3,115,-105,+1.5(-325),5,-115,5,-125
5832,2015/2016,1113,56,H,Detroit,1,0,1,2,-135,-115,-1.5(+260),5,-105,5,105
5833,2015/2016,1113,57,V,NYIslanders,1,1,2,4,135,120,+1.5(-260),5.5,110,5.5,105
5834,2015/2016,1113,58,H,Anaheim,0,1,0,1,-155,-140,-1.5(+210),5.5,-130,5.5,-125
5835,2015/2016,1114,1,V,NYRangers,1,0,0,2,-125,-135,-1.5(+220),5.5,100,5.5,115
5836,2015/2016,1114,2,H,Ottawa,1,0,0,1,105,115,+1.5(-270),5.5,-120,5.5,-135
5837,2015/2016,1114,3,V,Pittsburgh,0,0,0,0,-105,-115,-1.5(+255),5,105,5,110
5838,2015/2016,1114,4,H,NewJersey,1,1,2,4,-115,-105,+1.5(-320),5,-125,5,-130
5839,2015/2016,1114,5,V,Philadelphia,0,1,1,3,110,135,+1.5(-230),5,-120,5,-115
5840,2015/2016,1114,6,H,Carolina,1,1,0,2,-130,-155,-1.5(+190),5,100,5,-105
5841,2015/2016,1114,7,V,Winnipeg,0,0,0,0,131,160,+1.5(-185),5.5,105,5.5,115
5842,2015/2016,1114,8,H,Nashville,4,1,2,7,-151,-180,-1.5(+165),5.5,-125,5.5,-135
5843,2015/2016,1114,9,V,Detroit,0,0,1,1,130,135,+1.5(-230),5,-110,5,-130
5844,2015/2016,1114,10,H,Boston,0,3,0,3,-150,-155,-1.5(+190),5,-110,5,110
5845,2015/2016,1114,11,V,Florida,1,2,1,5,141,140,+1.5(-210),5,-140,5,-115
5846,2015/2016,1114,12,H,TampaBay,1,2,1,4,-161,-160,-1.5(+180),5,120,5,-105
5847,2015/2016,1114,13,V,Vancouver,0,1,1,2,-141,-130,-1.5(+225),5,-140,5,-140
5848,2015/2016,1114,14,H,Toronto,1,1,2,4,121,110,+1.5(-275),5,120,5,120
5849,2015/2016,1114,15,V,Colorado,3,1,2,6,170,165,+1.5(-180),5.5,115,5.5,115
5850,2015/2016,1114,16,H,Montreal,0,1,0,1,-200,-185,-1.5(+160),5.5,-135,5.5,-135
5851,2015/2016,1114,17,V,SanJose,1,0,0,2,-115,-130,-1.5(+220),5,-135,5,-130
5852,2015/2016,1114,18,H,Buffalo,0,0,1,1,-105,110,+1.5(-270),5,115,5,110
5853,2015/2016,1114,19,V,Arizona,1,1,0,2,115,105,+1.5(-290),5.5,110,5.5,105
5854,2015/2016,1114,20,H,Columbus,2,1,2,5,-135,-125,-1.5(+230),5.5,-130,5.5,-125
5855,2015/2016,1114,21,V,Minnesota,0,1,1,2,110,115,+1.5(-265),5.5,105,5.5,100
5856,2015/2016,1114,22,H,Dallas,1,0,1,3,-130,-135,-1.5(+215),5.5,-125,5.5,-120
5857,2015/2016,1114,23,V,Chicago,1,2,1,4,121,110,+1.5(-290),5,-135,5,-135
5858,2015/2016,1114,24,H,St.Louis,0,2,0,2,-141,-130,-1.5(+230),5,115,5,115
5859,2015/2016,1114,25,V,Edmonton,0,2,1,3,186,190,+1.5(-150),5,-125,5,-120
5860,2015/2016,1114,26,H,LosAngeles,2,1,1,4,-216,-230,-1.5(+130),5,105,5,100
5861,2015/2016,1115,51,V,Toronto,1,1,1,3,190,185,+1.5(-155),5,-136,5,-140
5862,2015/2016,1115,52,H,NYRangers,0,2,2,4,-220,-215,-1.5(+135),5,116,5,120
5863,2015/2016,1115,53,V,Calgary,0,1,0,1,157,150,+1.5(-185),5.5,113,5.5,100
5864,2015/2016,1115,54,H,Chicago,0,3,1,4,-177,-170,-1.5(+165),5.5,-133,5.5,-120
5865,2015/2016,1116,1,V,Arizona,0,0,2,2,170,180,+1.5(-155),5.5,100,5.5,115
5866,2015/2016,1116,2,H,NYIslanders,1,0,4,5,-200,-210,-1.5(+135),5.5,-120,5.5,-135
5867,2015/2016,1116,3,V,Anaheim,1,1,2,4,-105,-125,-1.5(+230),5,-110,5,-120
5868,2015/2016,1116,4,H,Carolina,0,1,0,1,-115,105,+1.5(-290),5,-110,5,100
5869,2015/2016,1116,5,V,TampaBay,0,0,0,0,-115,-105,+1.5(-300),5,-130,5.5,120
5870,2015/2016,1116,6,H,Florida,0,0,1,1,-105,-115,-1.5(+240),5,110,5.5,-140
5871,2015/2016,1116,7,V,Vancouver,2,1,0,3,150,140,+1.5(-210),5,-140,5.5,115
5872,2015/2016,1116,8,H,Montreal,0,2,1,4,-170,-160,-1.5(+180),5,120,5.5,-135
5873,2015/2016,1116,9,V,Detroit,2,1,0,4,120,105,+1.5(-330),5.5,105,5.5,110
5874,2015/2016,1116,10,H,Ottawa,1,0,2,3,-140,-125,-1.5(+265),5.5,-125,5.5,-130
5875,2015/2016,1116,11,V,Winnipeg,0,2,0,2,165,140,+1.5(-240),5.5,105,5.5,115
5876,2015/2016,1116,12,H,St.Louis,2,1,0,3,-185,-160,-1.5(+200),5.5,-125,5.5,-135
5877,2015/2016,1117,51,V,Dallas,1,0,2,3,-155,-165,-1.5(+185),5.5,-110,5.5,-105
5878,2015/2016,1117,52,H,Buffalo,0,0,1,1,135,145,+1.5(-215),5.5,-110,5.5,-115
5879,2015/2016,1117,53,V,LosAngeles,1,0,1,3,-150,-160,-1.5(+195),5,-110,5,-110
5880,2015/2016,1117,54,H,Philadelphia,1,0,1,2,130,140,+1.5(-235),5,-110,5,-110
5881,2015/2016,1117,55,V,SanJose,2,3,0,5,110,115,+1.5(-270),5,-125,5,-125
5882,2015/2016,1117,56,H,Boston,2,1,1,4,-130,-135,-1.5(+220),5,105,5,105
5883,2015/2016,1117,57,V,St.Louis,1,0,0,1,-120,-120,-1.5(+240),5.5,105,5.5,110
5884,2015/2016,1117,58,H,Columbus,1,1,1,3,100,100,+1.5(-300),5.5,-125,5.5,-130
5885,2015/2016,1117,59,V,Colorado,0,1,0,1,-115,-115,+1.5(-325),5.5,105,5,-140
5886,2015/2016,1117,60,H,Toronto,2,1,2,5,-105,-105,-1.5(+260),5.5,-125,5,120
5887,2015/2016,1117,61,V,Minnesota,1,1,1,3,115,105,+1.5(-290),5,-105,5,-110
5888,2015/2016,1117,62,H,Pittsburgh,2,2,0,4,-135,-125,-1.5(+230),5,-115,5,-110
5889,2015/2016,1117,63,V,Anaheim,1,0,1,2,145,155,+1.5(-200),5,-135,5,-130
5890,2015/2016,1117,64,H,Nashville,2,1,0,3,-165,-175,-1.5(+170),5,115,5,110
5891,2015/2016,1117,65,V,NewJersey,0,2,0,2,-105,105,+1.5(-270),5,-115,5,-115
5892,2015/2016,1117,66,H,Calgary,2,1,0,3,-115,-125,-1.5(+220),5,-105,5,-105
5893,2015/2016,1118,1,V,Vancouver,0,1,0,1,115,-105,+1.5(-320),5.5,100,5.5,105
5894,2015/2016,1118,2,H,Winnipeg,1,1,2,4,-135,-115,-1.5(+255),5.5,-120,5.5,-125
5895,2015/2016,1118,3,V,Washington,1,0,0,2,-130,-130,-1.5(+230),5,-120,5,105
5896,2015/2016,1118,4,H,Detroit,1,0,0,1,110,110,+1.5(-290),5,100,5,-125
5897,2015/2016,1118,5,V,Chicago,0,2,1,4,-155,-175,-1.5(+165),5.5,105,5.5,105
5898,2015/2016,1118,6,H,Edmonton,0,1,2,3,135,155,+1.5(-185),5.5,-125,5.5,-125
5899,2015/2016,1119,51,V,Dallas,1,0,2,3,105,-105,+1.5(-310),5.5,-105,5.5,-105
5900,2015/2016,1119,52,H,Washington,1,0,1,2,-125,-115,-1.5(+250),5.5,-115,5.5,-115
5901,2015/2016,1119,53,V,Minnesota,0,2,0,2,-105,-105,+1.5(-285),5,-120,5.5,120
5902,2015/2016,1119,54,H,Boston,1,2,1,4,-115,-115,-1.5(+235),5,100,5.5,-140
5903,2015/2016,1119,55,V,SanJose,0,0,0,1,-116,-135,-1.5(+210),5,-125,5,-140
5904,2015/2016,1119,56,H,Philadelphia,0,0,0,0,-104,115,+1.5(-260),5,105,5,120
5905,2015/2016,1119,57,V,Colorado,1,0,2,3,156,148,+1.5(-200),5.5,120,5,-140
5906,2015/2016,1119,58,H,Pittsburgh,0,3,1,4,-176,-168,-1.5(+170),5.5,-140,5,120
5907,2015/2016,1119,59,V,NYRangers,0,0,1,1,101,-116,-1.5(+255),5,-125,5,100
5908,2015/2016,1119,60,H,TampaBay,1,0,1,2,-121,-104,+1.5(-320),5,105,5,-120
5909,2015/2016,1119,61,V,Columbus,0,0,0,0,110,125,+1.5(-240),5.5,-110,5.5,-115
5910,2015/2016,1119,62,H,Ottawa,0,2,1,3,-130,-145,-1.5(+200),5.5,-110,5.5,-105
5911,2015/2016,1119,63,V,Anaheim,0,1,2,3,106,-105,+1.5(-340),5,-130,5,-120
5912,2015/2016,1119,64,H,Florida,0,0,1,1,-126,-115,-1.5(+275),5,110,5,100
5913,2015/2016,1119,65,V,Arizona,2,1,0,3,171,170,+1.5(-165),5.5,100,5.5,110
5914,2015/2016,1119,66,H,Montreal,0,1,1,2,-201,-200,-1.5(+145),5.5,-120,5.5,-130
5915,2015/2016,1119,67,V,Buffalo,0,2,0,2,180,175,+1.5(-165),5,-140,5,-135
5916,2015/2016,1119,68,H,St.Louis,1,1,0,3,-210,-205,-1.5(+145),5,120,5,115
5917,2015/2016,1120,1,V,Toronto,0,0,1,2,115,110,+1.5(-260),5,-130,5,-130
5918,2015/2016,1120,2,H,Carolina,0,0,1,1,-135,-130,-1.5(+210),5,110,5,110
5919,2015/2016,1120,3,V,Nashville,0,0,0,0,-140,-180,-1.5(+170),5.5,120,5.5,110
5920,2015/2016,1120,4,H,Columbus,2,1,1,4,120,160,+1.5(-200),5.5,-140,5.5,-130
5921,2015/2016,1120,5,V,Montreal,3,1,1,5,115,105,+1.5(-300),5.5,105,5,-140
5922,2015/2016,1120,6,H,NYIslanders,1,1,1,3,-135,-125,-1.5(+240),5.5,-125,5,120
5923,2015/2016,1120,7,V,LosAngeles,1,1,0,2,-145,-115,-1.5(+255),5,100,5,100
5924,2015/2016,1120,8,H,Detroit,1,2,0,3,125,-105,+1.5(-320),5,-120,5,-120
5925,2015/2016,1120,9,V,NewJersey,0,1,0,1,105,105,+1.5(-300),5,-115,5,-125
5926,2015/2016,1120,10,H,Edmonton,1,1,3,5,-125,-125,-1.5(+240),5,-105,5,105
5927,2015/2016,1120,11,V,Chicago,1,0,0,1,-150,-145,-1.5(+210),5.5,105,5.5,105
5928,2015/2016,1120,12,H,Calgary,1,0,0,2,130,125,+1.5(-260),5.5,-125,5.5,-125
5929,2015/2016,1121,51,V,Anaheim,0,0,0,0,110,125,+1.5(-290),5,-130,5,100
5930,2015/2016,1121,52,H,TampaBay,0,3,2,5,-130,-145,-1.5(+230),5,110,5,-120
5931,2015/2016,1121,53,V,SanJose,1,1,1,3,125,105,+1.5(-290),5,-130,5,-120
5932,2015/2016,1121,54,H,Pittsburgh,0,1,0,1,-145,-125,-1.5(+230),5,110,5,100
5933,2015/2016,1121,55,V,Colorado,0,2,1,3,170,170,+1.5(-175),5.5,115,5.5,120
5934,2015/2016,1121,56,H,Washington,4,0,3,7,-200,-200,-1.5(+155),5.5,-135,5.5,-140
5935,2015/2016,1121,57,V,Philadelphia,0,0,0,0,150,130,+1.5(-230),5.5,110,5.5,120
5936,2015/2016,1121,58,H,Ottawa,1,2,1,4,-170,-150,-1.5(+190),5.5,-130,5.5,-140
5937,2015/2016,1121,59,V,NYRangers,1,1,2,5,-135,-145,-1.5(+210),5,-110,5,-115
5938,2015/2016,1121,60,H,Florida,0,2,2,4,115,125,+1.5(-260),5,-110,5,-105
